timestamp,values
01/10/2019 04:09:24,9194.8
01/10/2019 04:10:25,8753.8
01/10/2019 04:11:25,8732.4
01/10/2019 04:12:24,9014.9
01/10/2019 04:13:24,7188.7
01/10/2019 04:14:24,7124.5
01/10/2019 04:15:25,7276.5
01/10/2019 04:16:26,7220.9
01/10/2019 04:17:25,7611.2
01/10/2019 04:18:24,7481.4
01/10/2019 04:19:33,7507.5
01/10/2019 04:20:26,7243.4
01/10/2019 04:21:26,8833
01/10/2019 04:22:27,6729.6
01/10/2019 04:23:24,6751.3
01/10/2019 04:24:27,6548.5
01/10/2019 04:25:27,6892.4
01/10/2019 04:26:26,6938
01/10/2019 04:27:26,6919.7
01/10/2019 04:28:27,7588.7
01/10/2019 04:29:26,8692.9
01/10/2019 04:30:27,8496.5
01/10/2019 04:31:27,7951.3
01/10/2019 04:32:27,7929
01/10/2019 04:33:27,7852
01/10/2019 04:34:27,7841.9
01/10/2019 04:35:27,6687.2
01/10/2019 04:36:28,6949.8
01/10/2019 04:37:28,8157.3
01/10/2019 04:38:27,7098.8
01/10/2019 04:39:31,7537
01/10/2019 04:40:29,7558.4
01/10/2019 04:41:29,7619.6
01/10/2019 04:42:29,7585.9
01/10/2019 04:43:28,7873.8
01/10/2019 04:44:27,7855.8
01/10/2019 04:45:29,7900
01/10/2019 04:46:29,7510.3
01/10/2019 04:47:29,7151.1
01/10/2019 04:48:28,7128.8
01/10/2019 04:49:28,7194.7
01/10/2019 04:50:28,7607.1
01/10/2019 04:51:28,7607.3
01/10/2019 04:52:28,7538
01/10/2019 04:53:29,7513.8
01/10/2019 04:54:28,7539.3
01/10/2019 04:55:28,7535.2
01/10/2019 04:56:30,7067.5
01/10/2019 04:57:27,7951.7
01/10/2019 04:58:27,7907.3
01/10/2019 05:00:29,8198.9
01/10/2019 05:01:29,8220.8
01/10/2019 05:02:28,8603.4
01/10/2019 05:03:29,8158.6
01/10/2019 05:04:28,7589.1
01/10/2019 05:05:28,8592
01/10/2019 05:06:29,7529.7
01/10/2019 05:07:29,7505.8
01/10/2019 05:08:29,7897.7
01/10/2019 05:09:28,7884.6
01/10/2019 05:10:29,7869.1
01/10/2019 05:11:29,8359
01/10/2019 05:12:28,8379.2
01/10/2019 05:13:27,8875.3
01/10/2019 05:14:29,7795.5
01/10/2019 05:15:29,7848.5
01/10/2019 05:16:30,7787.6
01/10/2019 05:17:29,7801.1
01/10/2019 05:18:29,7286.3
01/10/2019 05:19:33,6142.7
01/10/2019 05:20:29,7217.2
01/10/2019 05:21:30,6174.9
01/10/2019 05:22:29,6073.2
01/10/2019 05:23:29,6048
01/10/2019 05:24:29,6001.1
01/10/2019 05:25:29,6878.7
01/10/2019 05:26:29,6681
01/10/2019 05:27:29,6783.5
01/10/2019 05:28:29,7657.3
01/10/2019 05:29:30,8709.6
01/10/2019 05:30:31,8462.9
01/10/2019 05:31:31,10021.3
01/10/2019 05:32:32,9671.1
01/10/2019 05:33:31,9769.2
01/10/2019 05:34:31,10904.7
01/10/2019 05:35:30,10258
01/10/2019 05:36:30,11003.9
01/10/2019 05:37:30,10792.7
01/10/2019 05:38:31,9077.8
01/10/2019 05:39:38,9034.7
01/10/2019 05:40:31,10106.1
01/10/2019 05:41:31,9994.5
01/10/2019 05:42:31,10171.1
01/10/2019 05:43:31,12242.8
01/10/2019 05:44:30,10942.9
01/10/2019 05:45:31,14377
01/10/2019 05:46:31,11881.3
01/10/2019 05:47:30,10990.1
01/10/2019 05:48:30,11180
01/10/2019 05:49:31,12982.9
01/10/2019 05:50:32,13044.3
01/10/2019 05:51:32,12903.5
01/10/2019 05:52:30,12094.8
01/10/2019 05:53:31,12071.2
01/10/2019 05:54:31,12871.5
01/10/2019 05:55:31,14448.3
01/10/2019 05:56:32,16930
01/10/2019 05:57:31,14851.2
01/10/2019 05:58:31,13454.1
01/10/2019 05:59:43,13553.7
01/10/2019 06:00:32,13612.9
01/10/2019 06:01:31,16960.5
01/10/2019 06:02:33,13501.3
01/10/2019 06:03:37,14837.9
01/10/2019 06:04:31,14711.8
01/10/2019 06:06:32,14330.2
01/10/2019 06:07:33,14916.9
01/10/2019 06:08:32,19169.4
01/10/2019 06:09:32,17040.8
01/10/2019 06:10:33,17562.2
01/10/2019 06:11:33,18672.4
01/10/2019 06:12:34,20179.6
01/10/2019 06:13:33,19272.4
01/10/2019 06:14:32,23900.8
01/10/2019 06:15:32,19529.4
01/10/2019 06:16:32,20547.8
01/10/2019 06:17:32,20785.1
01/10/2019 06:18:33,22320.2
01/10/2019 06:19:40,21528.9
01/10/2019 06:20:32,20695.9
01/10/2019 06:21:33,22176.9
01/10/2019 06:23:33,19924.7
01/10/2019 06:24:33,19622.1
01/10/2019 06:25:32,21149.1
01/10/2019 06:26:33,24134.2
01/10/2019 06:27:33,19016.2
01/10/2019 06:28:34,20336.2
01/10/2019 06:29:33,17427
01/10/2019 06:30:33,17222.3
01/10/2019 06:31:33,20091.6
01/10/2019 06:32:33,16375.6
01/10/2019 06:33:33,16562.7
01/10/2019 06:34:34,16802.2
01/10/2019 06:35:34,17685.8
01/10/2019 06:36:34,17784.9
01/10/2019 06:37:33,18116.6
01/10/2019 06:38:34,18295.6
01/10/2019 06:39:43,18678.8
01/10/2019 06:40:34,21761.5
01/10/2019 06:41:34,18156.1
01/10/2019 06:42:34,18224.8
01/10/2019 06:44:34,18185.8
01/10/2019 06:45:33,23211.1
01/10/2019 06:46:34,18545.8
01/10/2019 06:47:33,18753.1
01/10/2019 06:48:34,18185.8
01/10/2019 06:49:35,18800.3
01/10/2019 06:50:34,22422.4
01/10/2019 06:51:34,21756.3
01/10/2019 06:52:34,23057.1
01/10/2019 06:53:34,22890.1
01/10/2019 06:54:34,23100
01/10/2019 06:55:35,23307.7
01/10/2019 06:56:35,20797.1
01/10/2019 06:57:35,20340.5
01/10/2019 06:58:34,21487.7
01/10/2019 06:59:37,21578.6
01/10/2019 07:00:35,20855.1
01/10/2019 07:01:35,23174.7
01/10/2019 07:02:35,21285.1
01/10/2019 07:03:35,19753
01/10/2019 07:05:36,23235.2
01/10/2019 07:06:35,25882.2
01/10/2019 07:07:31,23258.8
01/10/2019 07:08:34,23635.6
01/10/2019 07:09:34,24953.1
01/10/2019 07:10:34,25310.1
01/10/2019 07:11:34,25411
01/10/2019 07:12:35,25362.9
01/10/2019 07:13:36,25735
01/10/2019 07:14:34,25876.2
01/10/2019 07:15:36,25126.9
01/10/2019 07:16:36,24870.7
01/10/2019 07:17:35,26391.6
01/10/2019 07:18:35,26106.2
01/10/2019 07:19:44,25666.3
01/10/2019 07:20:36,31753.9
01/10/2019 07:21:36,26358.5
01/10/2019 07:22:36,29137.8
01/10/2019 07:23:35,27612.5
01/10/2019 07:24:36,27152.9
01/10/2019 07:25:40,28543.8
01/10/2019 07:26:36,25467.2
01/10/2019 07:27:36,27933.5
01/10/2019 07:28:36,27671.8
01/10/2019 07:29:36,25598.1
01/10/2019 07:30:36,29766.9
01/10/2019 07:31:36,29224.4
01/10/2019 07:32:36,26439.2
01/10/2019 07:33:36,26189.9
01/10/2019 07:34:36,25275.8
01/10/2019 07:35:37,28363.6
01/10/2019 07:36:36,32639.6
01/10/2019 07:37:36,33751.1
01/10/2019 07:38:37,28229.7
01/10/2019 07:39:47,26927.2
01/10/2019 07:40:37,29799.5
01/10/2019 07:41:36,25603.7
01/10/2019 07:42:37,24808
01/10/2019 07:43:37,24994.3
01/10/2019 07:44:36,26629.8
01/10/2019 07:45:37,26231.1
01/10/2019 07:46:37,29505.1
01/10/2019 07:47:37,26556
01/10/2019 07:48:38,28551.5
01/10/2019 07:49:37,32511.7
01/10/2019 07:50:37,24955.6
01/10/2019 07:51:37,26122.9
01/10/2019 07:52:37,27610.4
01/10/2019 07:53:37,27925.4
01/10/2019 07:54:37,28994.4
01/10/2019 07:55:37,27957.1
01/10/2019 07:56:37,26165.9
01/10/2019 07:57:37,27161.1
01/10/2019 07:58:37,29143.7
01/10/2019 07:59:47,29959.1
01/10/2019 08:00:38,29026.2
01/10/2019 08:01:38,31330.7
01/10/2019 08:02:38,31449.2
01/10/2019 08:03:37,32740.1
01/10/2019 08:04:38,29049.3
01/10/2019 08:05:38,30195.2
01/10/2019 08:06:39,35315
01/10/2019 08:07:39,35079.8
01/10/2019 08:08:39,33074.8
01/10/2019 08:09:38,32925.5
01/10/2019 08:10:38,31912.7
01/10/2019 08:11:38,32173.6
01/10/2019 08:12:37,37483.1
01/10/2019 08:13:38,35817.9
01/10/2019 08:14:38,35125.3
01/10/2019 08:15:38,34447.2
01/10/2019 08:16:38,34644.6
01/10/2019 08:17:40,35583.6
01/10/2019 08:18:38,32023.4
01/10/2019 08:19:42,32933.2
01/10/2019 08:20:38,31049.2
01/10/2019 08:21:39,36067.7
01/10/2019 08:22:39,39604.8
01/10/2019 08:24:39,34671.2
01/10/2019 08:25:38,32247.4
01/10/2019 08:26:38,34969.9
01/10/2019 08:27:38,30281.9
01/10/2019 08:28:38,28446.8
01/10/2019 08:29:39,28545.5
01/10/2019 08:30:38,30397.7
01/10/2019 08:31:40,30326.5
01/10/2019 08:32:40,30185.7
01/10/2019 08:33:39,28579.8
01/10/2019 08:34:39,27809.5
01/10/2019 08:35:40,29237.3
01/10/2019 08:36:38,32279.2
01/10/2019 08:37:39,29038.2
01/10/2019 08:38:39,28702.6
01/10/2019 08:39:49,30856.1
01/10/2019 08:40:39,27729.7
01/10/2019 08:41:41,29114.6
01/10/2019 08:42:40,30380.6
01/10/2019 08:43:40,30344.5
01/10/2019 08:44:39,29270.8
01/10/2019 08:46:40,27705.2
01/10/2019 08:47:40,33978.6
01/10/2019 08:48:39,29356.6
01/10/2019 08:49:40,27942.1
01/10/2019 08:50:39,26238.8
01/10/2019 08:51:39,31718.7
01/10/2019 08:52:40,30566.8
01/10/2019 08:53:40,29433
01/10/2019 08:54:39,35458.3
01/10/2019 08:55:39,33304.8
01/10/2019 08:56:39,30983.1
01/10/2019 08:57:39,32509.2
01/10/2019 08:58:40,30197.7
01/10/2019 08:59:49,29326.6
01/10/2019 09:00:40,29160.9
01/10/2019 09:01:40,31283.5
01/10/2019 09:02:40,31038.9
01/10/2019 09:03:40,30735.1
01/10/2019 09:04:41,31910.1
01/10/2019 09:05:40,32663.7
01/10/2019 09:06:42,32509.2
01/10/2019 09:07:39,31080.1
01/10/2019 09:08:40,30947.9
01/10/2019 09:09:41,31249.2
01/10/2019 09:10:41,30635.5
01/10/2019 09:11:41,30958.2
01/10/2019 09:12:41,32238
01/10/2019 09:13:41,33528.9
01/10/2019 09:14:41,32436.2
01/10/2019 09:15:41,31517
01/10/2019 09:16:41,30424.3
01/10/2019 09:17:41,31007.1
01/10/2019 09:18:41,35264.3
01/10/2019 09:19:52,31432
01/10/2019 09:20:42,35611.1
01/10/2019 09:21:42,33955.4
01/10/2019 09:22:41,36496.9
01/10/2019 09:23:41,37955.1
01/10/2019 09:24:41,37169.8
01/10/2019 09:25:42,34433.5
01/10/2019 09:26:50,32620.8
01/10/2019 09:27:42,34355.4
01/10/2019 09:28:42,35309
01/10/2019 09:29:43,34008.6
01/10/2019 09:30:42,33368.3
01/10/2019 09:31:42,31523
01/10/2019 09:32:42,33230.2
01/10/2019 09:33:42,32207.1
01/10/2019 09:34:42,34367.4
01/10/2019 09:35:42,35030
01/10/2019 09:36:42,36284.9
01/10/2019 09:37:42,33369.2
01/10/2019 09:38:42,33511.7
01/10/2019 09:39:52,32958.9
01/10/2019 09:40:43,34178.6
01/10/2019 09:41:42,32516.9
01/10/2019 09:42:42,36320.1
01/10/2019 09:43:42,38563.7
01/10/2019 09:44:42,35244.6
01/10/2019 09:47:43,32104.9
01/10/2019 09:48:42,29747.1
01/10/2019 09:49:43,32995.8
01/10/2019 09:50:41,44986.4
01/10/2019 09:51:43,45829.2
01/10/2019 09:52:43,38356
01/10/2019 09:53:46,35805.9
01/10/2019 09:54:43,37001.6
01/10/2019 09:55:43,36682.3
01/10/2019 09:56:43,33423.3
01/10/2019 09:57:43,35882.3
01/10/2019 09:58:43,35200
01/10/2019 09:59:51,34328.8
01/10/2019 10:00:51,34555.4
01/10/2019 10:01:44,36539.8
01/10/2019 10:02:45,45788
01/10/2019 10:03:53,33169.2
01/10/2019 10:04:44,34060.1
01/10/2019 10:05:43,36399
01/10/2019 10:06:44,36492.6
01/10/2019 10:07:52,38921.6
01/10/2019 10:08:44,37843.5
01/10/2019 10:09:44,32632.8
01/10/2019 10:10:44,32953.8
01/10/2019 10:11:44,35997.3
01/10/2019 10:12:44,37224.7
01/10/2019 10:13:44,36273.7
01/10/2019 10:14:43,36793.8
01/10/2019 10:15:44,36695.1
01/10/2019 10:16:45,35200.8
01/10/2019 10:17:44,36775
01/10/2019 10:18:45,41680.2
01/10/2019 10:19:50,39140.5
01/10/2019 10:20:44,41685.3
01/10/2019 10:21:44,39276.9
01/10/2019 10:22:44,37119.1
01/10/2019 10:23:45,36961.2
01/10/2019 10:24:44,38058.1
01/10/2019 10:25:52,37963.7
01/10/2019 10:26:45,38092.5
01/10/2019 10:27:45,35642.8
01/10/2019 10:28:45,35206
01/10/2019 10:29:45,34709.9
01/10/2019 10:30:44,38899.3
01/10/2019 10:31:45,37857.3
01/10/2019 10:32:53,37347.5
01/10/2019 10:33:45,35201.7
01/10/2019 10:34:44,34136.5
01/10/2019 10:35:45,33663.6
01/10/2019 10:36:46,33239.6
01/10/2019 10:37:45,32680.8
01/10/2019 10:38:45,32486
01/10/2019 10:39:54,33013
01/10/2019 10:40:46,32536.6
01/10/2019 10:41:46,31081
01/10/2019 10:42:46,33048.2
01/10/2019 10:43:45,31323.8
01/10/2019 10:44:46,33607.8
01/10/2019 10:45:45,37449.6
01/10/2019 10:46:46,34579.4
01/10/2019 10:47:46,34600
01/10/2019 10:48:46,35231.7
01/10/2019 10:49:46,35827.4
01/10/2019 10:50:46,34455
01/10/2019 10:51:45,33847.3
01/10/2019 10:52:46,32946.1
01/10/2019 10:53:46,33447.3
01/10/2019 10:54:46,33620.7
01/10/2019 10:55:46,36984.4
01/10/2019 10:56:46,36887.4
01/10/2019 10:57:46,37017
01/10/2019 10:58:47,35845.4
01/10/2019 10:59:54,37855.6
01/10/2019 11:00:46,38432.4
01/10/2019 11:01:45,37214.4
01/10/2019 11:02:46,37817
01/10/2019 11:03:47,37230.7
01/10/2019 11:04:46,40023.6
01/10/2019 11:05:47,36787.8
01/10/2019 11:06:47,38461.5
01/10/2019 11:07:46,38783.4
01/10/2019 11:08:47,36058.3
01/10/2019 11:09:47,35030
01/10/2019 11:10:47,36422.2
01/10/2019 11:11:47,34258.4
01/10/2019 11:12:47,35409.4
01/10/2019 11:13:47,36226.5
01/10/2019 11:14:47,37932.8
01/10/2019 11:15:47,39143
01/10/2019 11:16:46,35968.2
01/10/2019 11:17:46,37832.4
01/10/2019 11:18:46,37344.9
01/10/2019 11:19:54,36177.6
01/10/2019 11:20:47,36508.9
01/10/2019 11:21:47,33255.9
01/10/2019 11:22:48,34124.5
01/10/2019 11:23:47,33277.4
01/10/2019 11:24:48,37621.3
01/10/2019 11:25:47,36197.3
01/10/2019 11:26:47,37283.1
01/10/2019 11:27:47,36980.1
01/10/2019 11:28:48,37400.7
01/10/2019 11:29:47,39058.9
01/10/2019 11:30:47,40482
01/10/2019 11:31:56,38210
01/10/2019 11:32:47,38961.1
01/10/2019 11:33:47,37969.7
01/10/2019 11:34:48,35763
01/10/2019 11:35:48,38942.2
01/10/2019 11:36:49,36521.8
01/10/2019 11:37:47,37817
01/10/2019 11:39:57,40255.4
01/10/2019 11:40:48,37375.8
01/10/2019 11:42:50,40037.4
01/10/2019 11:43:48,39796.2
01/10/2019 11:44:48,38057.3
01/10/2019 11:45:49,34051.6
01/10/2019 11:46:48,35523.6
01/10/2019 11:47:47,37476.2
01/10/2019 11:48:49,38685.6
01/10/2019 11:49:49,35516.7
01/10/2019 11:50:48,36647.1
01/10/2019 11:51:48,36821.3
01/10/2019 11:52:49,37539.7
01/10/2019 11:53:49,37836.7
01/10/2019 11:54:48,38381.7
01/10/2019 11:55:48,39729.3
01/10/2019 11:56:45,38660.7
01/10/2019 11:57:49,41572.9
01/10/2019 11:58:56,34957.9
01/10/2019 11:59:58,36343.2
01/10/2019 12:00:48,36636.8
01/10/2019 12:01:48,35263.5
01/10/2019 12:02:49,36725.2
01/10/2019 12:03:48,35560.5
01/10/2019 12:04:49,39476.1
01/10/2019 12:05:49,32742.6
01/10/2019 12:06:50,32783
01/10/2019 12:07:48,33345.2
01/10/2019 12:08:48,33342.6
01/10/2019 12:09:49,34575.1
01/10/2019 12:10:50,29422.7
01/10/2019 12:11:50,28798.7
01/10/2019 12:12:50,26153.4
01/10/2019 12:13:49,28462.3
01/10/2019 12:14:49,30382.3
01/10/2019 12:15:49,26516
01/10/2019 12:16:49,26699.7
01/10/2019 12:17:57,29536
01/10/2019 12:18:50,29839.8
01/10/2019 12:19:59,25477.1
01/10/2019 12:20:50,29650.2
01/10/2019 12:21:51,23958.3
01/10/2019 12:22:49,25457.8
01/10/2019 12:23:50,22278.6
01/10/2019 12:24:49,21469.2
01/10/2019 12:25:51,22694.9
01/10/2019 12:26:55,23790.1
01/10/2019 12:27:51,20460.7
01/10/2019 12:28:50,22353.7
01/10/2019 12:29:50,20760.2
01/10/2019 12:30:58,19737.1
01/10/2019 12:31:50,20150
01/10/2019 12:32:49,18684
01/10/2019 12:33:50,22245.1
01/10/2019 12:34:50,21404.8
01/10/2019 12:35:50,23246.3
01/10/2019 12:36:50,20559.4
01/10/2019 12:37:51,19962
01/10/2019 12:38:51,19080.5
01/10/2019 12:39:54,18456.5
01/10/2019 12:40:50,22009.5
01/10/2019 12:41:50,18664.7
01/10/2019 12:42:51,18183.6
01/10/2019 12:43:51,16955.4
01/10/2019 12:44:51,18965.5
01/10/2019 12:45:51,16905.2
01/10/2019 12:46:51,19332.5
01/10/2019 12:47:51,24194.8
01/10/2019 12:48:50,18808.5
01/10/2019 12:49:51,22277.3
01/10/2019 12:50:51,22067
01/10/2019 12:51:51,21544.7
01/10/2019 12:52:51,23523.1
01/10/2019 12:53:51,23690.1
01/10/2019 12:54:51,22949.4
01/10/2019 12:55:52,22526.2
01/10/2019 12:56:51,21370.1
01/10/2019 12:57:51,23642.9
01/10/2019 12:58:51,24450.1
01/10/2019 12:59:59,24489.6
01/10/2019 13:00:51,24059.6
01/10/2019 13:01:51,22943.3
01/10/2019 13:02:51,23643.3
01/10/2019 13:03:52,24932
01/10/2019 13:04:51,24258.3
01/10/2019 13:05:52,22866.5
01/10/2019 13:06:52,25219.1
01/10/2019 13:07:53,22102.2
01/10/2019 13:08:52,23552.7
01/10/2019 13:09:51,23970.3
01/10/2019 13:10:52,25075.4
01/10/2019 13:11:52,24267.3
01/10/2019 13:12:52,26065.9
01/10/2019 13:13:52,24369.4
01/10/2019 13:14:52,26676.1
01/10/2019 13:15:52,26406.2
01/10/2019 13:16:52,28508.6
01/10/2019 13:17:51,29887.1
