time,rad,ta,hr,pa,vv10,vv100,valor,pred,month,week,year,day,hour
2017-09-10 13:00:00,586.726,21.494843,76.50601,79.89024,0.878678095654656,1.22599343323692,543.6666666666666,649.2727272727273,9,36,2017,6,13
2017-09-10 14:00:00,465.85132000000004,21.73056,76.43510400000001,79.84823,1.111078065797129,1.609397069403928,371.6333333333333,543.6666666666666,9,36,2017,6,14
2017-09-10 15:00:00,259.3792,21.50824,79.14405,79.82175,0.7566581908974712,1.3427383344188035,241.7,371.6333333333333,9,36,2017,6,15
2017-09-10 16:00:00,165.38326999999998,19.314423,87.98434,79.83038,0.8014735956189804,1.373584854549587,153.66666666666666,241.7,9,36,2017,6,16
2017-09-10 17:00:00,54.11190799999999,19.19748,89.3051,79.86607,0.6050209905800347,0.8824319604210795,45.56666666666667,153.66666666666666,9,36,2017,6,17
2017-09-10 18:00:00,3.4722223e-05,18.500122,88.92004,79.948944,1.1284105561891993,1.182976730129594,8.466666666666667,45.56666666666667,9,36,2017,6,18
2017-09-10 19:00:00,3.4722223e-05,18.324707,90.13164,80.03355400000001,0.9689258313436547,1.7028271897237026,8.0,8.466666666666667,9,36,2017,6,19
2017-09-10 20:00:00,3.4722223e-05,17.393463,95.762794,80.089386,1.1113995417525193,2.018163947560892,9.0,8.0,9,36,2017,6,20
2017-09-10 21:00:00,3.4722223e-05,16.693054,98.07001,80.15557,1.0030157452506752,1.714335959611401,9.2,9.0,9,36,2017,6,21
2017-09-10 22:00:00,3.4722223e-05,16.574279999999998,98.10448000000001,80.12564,1.0316117839939654,1.676124791651795,8.7,9.2,9,36,2017,6,22
2017-09-10 23:00:00,3.4722223e-05,15.862915,98.51602,80.103775,0.9751506942337796,1.8228393319797838,8.466666666666667,8.7,9,36,2017,6,23
2017-09-11 00:00:00,3.4722223e-05,15.957916,98.279884,80.08247,1.0858044265000923,1.691249815074292,8.666666666666666,8.466666666666667,9,37,2017,0,0
2017-09-11 01:00:00,3.4722223e-05,15.913452,98.18002,80.009384,0.8289493236761883,1.4487191304974065,9.3,8.666666666666666,9,37,2017,0,1
2017-09-11 02:00:00,3.4722223e-05,14.890839000000001,98.602455,79.97255,1.0104068429312423,1.7697909962842528,8.833333333333334,9.3,9,37,2017,0,2
2017-09-11 03:00:00,3.4722223e-05,14.470001000000002,98.51738,79.96391,0.8898566550784079,1.6888539725827032,8.833333333333334,8.833333333333334,9,37,2017,0,3
2017-09-11 04:00:00,3.4722223e-05,14.926178,97.46943,79.99844,0.46025248215261544,1.47395595598844,8.666666666666666,8.833333333333334,9,37,2017,0,4
2017-09-11 05:00:00,0.08861111,14.640533,97.04382,80.03241,0.5853384393971751,1.7030436821572075,8.866666666666667,8.666666666666666,9,37,2017,0,5
2017-09-11 06:00:00,71.77711500000001,15.455444,95.833496,80.063484,0.8049820740289121,1.8461354799347987,76.13333333333334,8.866666666666667,9,37,2017,0,6
2017-09-11 07:00:00,246.49796,16.054138000000002,93.88098000000001,80.08708,1.0035294883903132,1.4805331887830173,228.96666666666667,76.13333333333334,9,37,2017,0,7
2017-09-11 08:00:00,555.2405,17.6846,82.49029499999999,80.11471,1.1304283795287067,1.5798517057480934,540.9666666666667,228.96666666666667,9,37,2017,0,8
2017-09-11 09:00:00,777.55286,23.526062,52.966409999999996,80.068665,1.4114084669618665,2.0046262488492506,797.4,540.9666666666667,9,37,2017,0,9
2017-09-11 10:00:00,942.1387300000001,24.320251000000003,49.878853,80.03989,1.608153861444154,2.2790077080473448,934.0333333333333,797.4,9,37,2017,0,10
2017-09-11 11:00:00,981.6153,24.79654,49.150852,79.95067,1.8776543321111199,2.649489425464365,1019.9,934.0333333333333,9,37,2017,0,11
2017-09-11 12:00:00,934.7325,25.24237,46.9966,79.86492,1.6848155380100067,2.39123347869901,791.5666666666667,1019.9,9,37,2017,0,12
2017-09-11 13:00:00,936.2562,25.373322,46.047554,79.79873,1.5571233327280471,2.2101978863432223,583.2333333333333,791.5666666666667,9,37,2017,0,13
2017-09-11 14:00:00,735.2414,25.121185,46.031653999999996,79.7498,2.06010667296206,2.8977248587009847,205.73333333333332,583.2333333333333,9,37,2017,0,14
2017-09-11 15:00:00,519.7861,24.048004000000002,60.758095,79.76535,1.6023662157995031,2.322385500870889,110.86666666666666,205.73333333333332,9,37,2017,0,15
2017-09-11 16:00:00,293.15042,22.363982999999998,75.16115,79.77686,1.685468895246937,2.6194660541410135,87.5,110.86666666666666,9,37,2017,0,16
2017-09-11 17:00:00,80.12246999999999,21.418732000000002,77.61899,79.88046,1.4368348539867934,2.9636702839254205,73.43333333333334,87.5,9,37,2017,0,17
2017-09-11 18:00:00,3.4722223e-05,19.321136,83.29629,79.85973,0.675345711516001,0.9846464845224604,8.1,73.43333333333334,9,37,2017,0,18
2017-09-11 19:00:00,3.4722223e-05,18.461761,84.01895,79.924774,0.7466047189267223,0.8189564792054808,7.9,8.1,9,37,2017,0,19
2017-09-11 20:00:00,3.4722223e-05,17.068237,91.91129000000001,80.00304399999999,0.16838994203480948,0.9678020170152163,8.633333333333333,7.9,9,37,2017,0,20
2017-09-11 21:00:00,3.4722223e-05,16.376343,93.42886,80.073265,1.3496669930519698,1.7166591010207655,9.233333333333333,8.633333333333333,9,37,2017,0,21
